system:index,CO2 emissions (non-biogenic),Industry Type (sectors),Industry Type (subparts),Latitude,Longitude,Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,Stationary Combustion,Total reported direct emissions,u_component_of_wind_10m_2020_10km,u_component_of_wind_10m_2020_1km,u_component_of_wind_10m_2020_5km,u_component_of_wind_10m_2021_10km,u_component_of_wind_10m_2021_1km,u_component_of_wind_10m_2021_5km,u_component_of_wind_10m_2022_10km,u_component_of_wind_10m_2022_1km,u_component_of_wind_10m_2022_5km,u_component_of_wind_10m_2023_10km,u_component_of_wind_10m_2023_1km,u_component_of_wind_10m_2023_5km,u_component_of_wind_10m_2024_10km,u_component_of_wind_10m_2024_1km,u_component_of_wind_10m_2024_5km,v_component_of_wind_10m_2020_10km,v_component_of_wind_10m_2020_1km,v_component_of_wind_10m_2020_5km,v_component_of_wind_10m_2021_10km,v_component_of_wind_10m_2021_1km,v_component_of_wind_10m_2021_5km,v_component_of_wind_10m_2022_10km,v_component_of_wind_10m_2022_1km,v_component_of_wind_10m_2022_5km,v_component_of_wind_10m_2023_10km,v_component_of_wind_10m_2023_1km,v_component_of_wind_10m_2023_5km,v_component_of_wind_10m_2024_10km,v_component_of_wind_10m_2024_1km,v_component_of_wind_10m_2024_5km,.geo
1235,36124.4,Other,C,32.62659,-96.85298,18,23.542,36165.942,36165.942,1.0059330996773261,1.0079180229277838,1.0102898602306902,1.5078615949956413,1.5103018624441964,1.5135191634312468,0.5601652907821937,0.5516556104024252,0.5576466716893901,1.0060363976196631,1.0101414010638283,1.011312725696158,-0.4140607976991337,-0.42109897023155574,-0.4168449218753865,0.7960300396578829,0.8120217720667521,0.8077528514156708,-0.5280114178951697,-0.547023336092631,-0.5402666453532535,-0.9063807802892895,-0.9198919194085258,-0.9149610115764352,2.02012370478674,2.036460655076163,2.03341823496234,-0.2263268295402637,-0.21631033079964773,-0.22023222608286075,"{""type"":""Point"",""coordinates"":[-96.85298,32.62659]}"
1236,745852.4,Power Plants,"C,D",39.7539,-89.6011,2111.75,3659.738,1717.444,751623.888,1.99454986698084,1.994299916994004,1.9941147015644953,-0.624469136654275,-0.6205793108258929,-0.6205043722858358,2.029641628704155,2.0299808638436456,2.029784916958093,1.0672730522811729,1.0710399548212686,1.070982133512532,1.1042157574744234,1.1061009111858549,1.1059899216606504,0.834854673703073,0.834149922643389,0.8340833680533665,-0.571591179947319,-0.5731609151476905,-0.5730845094163776,-0.7371357670591595,-0.7381713674181984,-0.7381523498248704,0.847545491022874,0.8470322347822643,0.8468597070638078,0.17201579415115348,0.17210141817728677,0.17211476263109146,"{""type"":""Point"",""coordinates"":[-89.60110000000002,39.75390000000001]}"
1237,716360.2,Power Plants,"C,D",43.6425,-83.8431,200.5,3390.346,517.248,719951.046,3.4861056935700603,3.483405141603379,3.520311723647254,0.1633624807813971,0.162750244140625,0.1651745274056137,1.5873242864180288,1.5831352188473655,1.6052504088235966,0.6906645556050408,0.6854576213019234,0.6936847026993863,1.8025868904728515,1.799188534418742,1.8228983451158574,1.4039546682721091,1.4079603183837164,1.4243012485358253,-0.6222585669313031,-0.612729135013762,-0.6226320595249126,-0.12924767124867742,-0.1263476950781686,-0.13594635124736704,-0.07150263148095616,-0.0739257846559797,-0.07406534618972781,-0.03485846650321412,-0.029185261045183455,-0.030612649909382977,"{""type"":""Point"",""coordinates"":[-83.8431,43.6425]}"
1238,1468596.4,Power Plants,"C,D",36.4862,-79.7208,680.75,811.454,5638.68,1470088.604,1.6695773443847735,1.6756455387387956,1.6699711174027532,0.13559865286397269,0.128021240234375,0.1324364742516598,1.0768728841090784,1.0709921291896276,1.0748463912470148,1.5171020731093392,1.5138500134150188,1.5144408993086391,1.001084412904586,0.9820934590839204,0.9943675172197948,0.3293324425680354,0.33761584758758545,0.333893567534739,-0.9391605305293249,-0.908293332372393,-0.9295435082490336,0.14915361302354233,0.15247252441587902,0.14999895360734727,1.0084550046416187,1.0086228109541393,1.0102271040135105,-0.6239436365423895,-0.6073044481731597,-0.6189535778520745,"{""type"":""Point"",""coordinates"":[-79.7208,36.486200000000004]}"
1239,5058579.4,Power Plants,"C,D",30.5335,-88.5574,6838.75,11039.708,2799.14,5076457.858,0.8321643938756865,0.8123933530989147,0.8180240779923348,0.5242624434213791,0.5032886323474702,0.5103349329728724,0.5157841927946537,0.5051700728280204,0.5073652175402549,0.37130782859474487,0.36609552587781635,0.3660146955357555,-0.2890722316791953,-0.2786109447479248,-0.2829621779565799,0.278072532387275,0.27292730127062115,0.2746988761378991,0.1902185786652171,0.1892030636469523,0.1892604068439439,0.26745725578180385,0.2695728313355219,0.26805826396402094,1.1622057146526887,1.1430367571966988,1.1491063067965217,-0.9462418961161844,-0.920284010115124,-0.9288340221807609,"{""type"":""Point"",""coordinates"":[-88.5574,30.5335]}"
1240,66825.2116285738,"Injection of CO2,Petroleum and Natural Gas Systems","C,UU,W-PROC",32.71629,-104.44602,5200.79238626115,35.29353603490173,33570.52168393032,72061.29755086986,1.9556892602902776,1.8634390887759982,1.9298536909552746,1.7852192605344905,1.6849699474516369,1.756887014288651,2.1776861972896424,2.1294260252089727,2.168611819284004,3.412064163214067,3.2860435588019237,3.375998059311009,0.8901355053303623,0.8495890413011823,0.8827075737162042,-0.09238582777888503,-0.09292614459991455,-0.08464763582798471,-0.42080594254205933,-0.4350906724021548,-0.42003787316774066,1.7843796216055021,1.800971059572129,1.7961638144084386,1.1879760247398083,1.1894874175389607,1.1966139374520246,0.8089858945408744,0.806952783039638,0.812008543779378,"{""type"":""Point"",""coordinates"":[-104.44602000000002,32.71629]}"
1241,117289,Petroleum and Natural Gas Systems,"C,W-NGTC",37.58,-84.75,3486,65.858,117406.008,120840.858,1.3536220353068877,1.346294022741772,1.3506756476892834,0.15051062056985862,0.15562075660342262,0.15263187564919994,1.1525470973169822,1.1540144738696871,1.152759325161457,1.1448783245591323,1.1442356393450783,1.1448515735668485,0.7766176696887144,0.7680431661151704,0.7737257089439511,0.7663323464756527,0.7713607322602045,0.7672707868712738,0.10250517316335815,0.11051421506064278,0.10546271416557558,0.1793528433734122,0.18628018810635522,0.18071378761167406,1.606966636054434,1.617483371780032,1.6099467817650037,-0.061958014365116575,-0.06322834605262392,-0.06248458619951808,"{""type"":""Point"",""coordinates"":[-84.75,37.58]}"
1242,200501.4,Power Plants,"C,D",39.7139,-83.1778,94.25,113.836,395.948,200709.486,2.562676031172217,2.528760075569153,2.566034096624793,0.5058371945809056,0.49115716843377977,0.505244550361589,2.0370034320493193,2.0133720352536155,2.038733439938393,1.746428145286689,1.7000101464135307,1.7448225692866433,1.5682261636005317,1.543843598592849,1.5685848548991064,0.8065410436237144,0.7970565330414545,0.8038310242308419,-0.2532069340217284,-0.2510057347161429,-0.2528955419442933,-0.0017838427895714634,0.002709689594450451,-0.0012636069221363664,1.6665893436484802,1.6445161331267584,1.6629020346720182,-0.29064594827615053,-0.29365349951244535,-0.2929614416536692,"{""type"":""Point"",""coordinates"":[-83.1778,39.71390000000001]}"
1243,85220.9,Power Plants,"C,D",37.4978,-77.368,41.5,54.534,8.2,85316.934,1.6914809083125226,1.710944930712382,1.6950387403308333,0.39192223204337306,0.4005918956938244,0.39340726985233093,0.8351543098229193,0.8428005718049549,0.8365478274867307,1.5091275031519737,1.518417477607727,1.510785899598167,0.7477186904420107,0.7629750683194115,0.7504587316661397,0.6174601736692307,0.6226318620500111,0.6185187256544451,-1.2006238015504052,-1.2001147667566936,-1.1998921140411534,0.1269811935770486,0.1257129680542719,0.12719002175656313,1.0388795979015637,1.0476584264210294,1.0407227901329577,-0.39635407164943515,-0.3878656228383382,-0.39444792632937975,"{""type"":""Point"",""coordinates"":[-77.368,37.4978]}"
1244,36672.8,Other,C,46.300368,-120.015979,17.5,20.86,36711.16,36711.16,1.671957057314392,1.5779853254169616,1.658039381100551,0.19877701423635966,0.1285734630766369,0.1833550762427367,-0.2511019688521488,-0.3444282048708433,-0.2633377468185409,0.14618635543549094,0.10262234541244836,0.1378914808838718,0.7456492624286281,0.6720221827040502,0.7380116925586551,2.475491488225282,2.4390768865486248,2.466636971010913,1.4093865663811058,1.3919623811523636,1.3977433075439905,0.13657192941458116,0.11637775980548938,0.1214525229020159,-0.9970978580871518,-1.0141620620504601,-1.008278932283402,0.27611110738474703,0.26747307736120185,0.26505043083455143,"{""type"":""Point"",""coordinates"":[-120.01597899999999,46.300368000000006]}"
1245,68729.6,Other,C,35.03104,-78.86301,32.5,38.74,68800.84,68800.84,2.2542129575392678,2.1957609823771884,2.223369070519449,0.43217435217207406,0.4142034621465774,0.4220683370087209,1.3909550349206894,1.3555990627833776,1.3717850344406397,1.776113818282607,1.7316060122989474,1.752775459465901,1.1000217300203305,1.075799862543742,1.0871113721719825,0.9775734002929333,0.945386494909014,0.959212809361667,-0.4163113377619991,-0.42252905595870244,-0.4204569588774841,0.7651561371225064,0.7378316436495099,0.7504946312698039,1.3317136342286124,1.3068551165716988,1.3186873356040214,-0.429134296597153,-0.41942951792762395,-0.42503861485398964,"{""type"":""Point"",""coordinates"":[-78.86301,35.031040000000004]}"
1246,25441.9,Other,C,34.01515,-118.22445,12,14.304,25468.204,25468.204,-0.37879183746519546,-0.37514733700525194,-0.37620058703044107,-0.12011674093821692,-0.15161278134300596,-0.13155190906827413,-0.35225608613755965,-0.3835570244562058,-0.3619533190651545,-0.6905099531960868,-0.7897998889287313,-0.7221310195468721,0.3046972411019462,0.18035889807201566,0.2611877918243408,-1.3516788501588124,-1.5255084548677718,-1.4021965795093114,-0.7674472653676594,-0.9651199692771548,-0.8253827341019162,-0.9582688978740147,-1.1642301820573353,-1.0193274683422513,0.353302106024727,0.2866117897487822,0.3290982076099941,-0.8795278450799368,-0.9815138975779215,-0.9077904224395752,"{""type"":""Point"",""coordinates"":[-118.22445000000002,34.01514999999999]}"
1247,30447.6,Other,C,36.214105,-90.958468,14.25,16.986,30478.836,30478.836,1.1702266429237815,1.159465409460522,1.1673777514690329,-0.36693208592622656,-0.36363438197544645,-0.3660845223622373,0.39312370950754816,0.39773657208397273,0.39366068112491054,0.8216788496404613,0.8074872436977568,0.8171996779529879,0.2366044716286854,0.24573045685177758,0.23894862947936657,0.16825531840955138,0.15833815506526402,0.16469193559114625,-0.37340927817834113,-0.3779704854601905,-0.3755651575715016,-0.7765397760029765,-0.7688996621540615,-0.7749663876375026,1.3163446741874771,1.288541663260687,1.3081291883865298,-0.4927022376847186,-0.4766717751820882,-0.488903288706862,"{""type"":""Point"",""coordinates"":[-90.958468,36.214105]}"
1248,27018.4,Other,C,30.21489,-97.30078,12.75,15.198,27046.348,27046.348,1.0484258407838176,1.071317357270896,1.0550808871502741,1.663301962885584,1.6953749883742557,1.6729959710761653,0.5712275465683316,0.5935996341056565,0.5783934240815168,0.4990536076035834,0.5458033709298997,0.5127481088767348,-0.5080608983457682,-0.4891216138593194,-0.5031081281414324,0.8135418026566368,0.837451841555485,0.8208537164095506,0.16331515059592353,0.15569766930171422,0.16242243165371784,-0.5247697295304466,-0.5245995983785513,-0.5244434744375557,1.721479716570489,1.7368465467375152,1.7279306243181287,-1.1111981351231894,-1.1047858137662718,-1.1087583808764918,"{""type"":""Point"",""coordinates"":[-97.30078,30.21489]}"
1249,12635.9,"Other,Waste","C,II",38.731961,-84.407214,19034.75,35.462,12695.112,31706.112,1.4443082870353063,1.4451161687876903,1.4450753456566323,0.24356770218849894,0.23830678511639028,0.24079047779324866,1.2937344315909667,1.2961508205958774,1.2961437661395379,1.223949358011226,1.21650417078109,1.2213449810480443,0.8370126525347193,0.8361305817454852,0.8382824126405403,0.6071550434940578,0.6051379198930701,0.6069068228046596,-0.14397060640748158,-0.15015655715449325,-0.14655358831032636,0.12257825497820002,0.11758449693926339,0.11939196354032278,1.4225478220515686,1.424859740296189,1.423372273912487,-0.07547043464198017,-0.07387005390764094,-0.07489232525360347,"{""type"":""Point"",""coordinates"":[-84.407214,38.731961000000005]}"
1250,19185.5,"Other,Waste","C,II",36.39893,-88.99401,23727.75,10.728,19205.228,42923.978,1.032424750094118,1.0161798579352244,1.0305054723707021,-0.12362783926504632,-0.11569882347470238,-0.1230989747286134,0.6285524466910462,0.6337394668942407,0.6288354970305541,0.8564074792329827,0.8479058867409116,0.8554947700255958,0.26620999398628303,0.26533523968287875,0.26536156901218666,0.4687122879491626,0.46778465339115693,0.4684836139900198,-0.0896358238268839,-0.08052785850706554,-0.08911979757385814,-0.675231269886426,-0.652103659084865,-0.6733136292633412,1.816132607111397,1.8016104527882164,1.8148336560443792,-0.4342097322088758,-0.43171298844473704,-0.434586760587308,"{""type"":""Point"",""coordinates"":[-88.99401,36.39893]}"
1251,30939.8,"Other,Waste","C,II",32.5796952,-82.7994194,1511.75,17.284,30971.584,32468.834,1.9182367503493651,1.9335815622693018,1.9228221656087046,0.6602622393079868,0.671383812313988,0.663594319049577,1.552936220527592,1.5733158247811456,1.559027219356451,1.1757883637770077,1.1840131226040067,1.178105638439494,0.749015154037858,0.749927350452968,0.7491672409506969,0.660966556054309,0.6581056401843116,0.6600781159293383,0.12175096324213168,0.12637899603162492,0.12310928611229535,0.996211988585336,1.0160342454910278,1.0022957672152604,1.1187115322079577,1.120574366478693,1.1191749634300556,-0.2783238201810603,-0.27677873202732634,-0.2777407929413301,"{""type"":""Point"",""coordinates"":[-82.7994194,32.5796952]}"
1252,46142.2,"Other,Waste","C,II",32.159139,-90.256556,15723.25,25.926,46189.876,61891.376,0.9757107801324145,0.9824721756435576,0.9808737281048199,0.5116594571634813,0.5209917340959821,0.520604947436874,0.5441729060866036,0.5508621533711752,0.5494290497477813,0.6463875082898232,0.6470054728644234,0.6464064702425414,-0.2919957841362663,-0.29475619679405574,-0.2949240011843303,0.8214741649840898,0.8230081001917521,0.8220982165623744,0.6790447575554818,0.6808354343686785,0.6803720039154787,0.08148232757013764,0.08772584937867664,0.0876297678326323,1.7561244323908023,1.7646623849868774,1.7621624194335264,-0.6128726514794842,-0.6164335636865526,-0.6156572838459127,"{""type"":""Point"",""coordinates"":[-90.256556,32.159138999999996]}"
1253,26683.8,Other,C,41.22394,-96.5412,12.5,14.9,26711.2,26711.2,2.8005490951032543,2.8038629634039745,2.79723860060547,-0.13245852488391802,-0.13165137881324404,-0.13831041124131946,1.6068205576379986,1.6095198449634371,1.6034340447579385,0.7058210373995867,0.701832481792995,0.7035897130057924,0.46688989916044865,0.47231039546784903,0.4672245061316459,-0.10304983703273966,-0.11092860925765265,-0.10500173574131903,0.704797076514896,0.711733755611238,0.7072189947915456,-1.0370154709614618,-1.0374921333222162,-1.03735463121851,-2.4083895125264854,-2.423134071486337,-2.4127366011375204,0.006753536568819031,0.009290138880411783,0.007385302238723859,"{""type"":""Point"",""coordinates"":[-96.5412,41.22394]}"
1254,35166.7,"Other,Waste","C,II",38.55745,-75.93506,11661.5,20.562,35204.262,46848.762,2.183932069867927,2.2276939948399863,2.208133354391925,0.8908682433497472,0.9204988025483631,0.9092238440607762,1.0693004975865974,1.0854196775527227,1.0778326035653534,1.5735707860982684,1.5893853789284116,1.581078260230132,1.2411909390019602,1.292070672625587,1.270442918174912,0.24383255642741536,0.24641769840603783,0.24303107663175647,-2.098097608801781,-2.200689514478048,-2.159730798912935,-0.5335711467514386,-0.5745811632701329,-0.5608249023816312,0.8901160710639257,0.9213280053365798,0.907742089953849,-0.98644309859531,-1.0484752768561953,-1.0233104606677155,"{""type"":""Point"",""coordinates"":[-75.93506,38.55745]}"
1255,40159.6,Other,C,34.838207,-78.035053,19,22.648,40201.248,40201.248,1.9375532033341625,1.952678300085522,1.9479269064344724,0.527816761224716,0.5261477515811012,0.526962692268233,1.263894388473204,1.2719111442565918,1.2694084931075365,1.4828976908909905,1.4946704421724593,1.491609635456087,0.9831199066628413,0.9917457330794561,0.989199994765606,0.958370937865683,0.9665075654075259,0.9633583071539666,-0.17638141703945082,-0.1844483500435239,-0.18393993348424553,0.5706771713995619,0.5780241659709385,0.5751530266767866,1.0457436131916038,1.0608776240121751,1.0556800774516693,-0.24488588531168295,-0.2431977703457787,-0.24270990858138866,"{""type"":""Point"",""coordinates"":[-78.035053,34.83820699999999]}"
1256,31367.3,Other,C,35.03532,-80.082805,14.75,17.582,31399.632,31399.632,1.5807404449556053,1.556682206335522,1.5705848733291476,0.4028464869449013,0.38709803989955355,0.3986170548226942,0.973422755136402,0.9617217608860561,0.9693228101753756,1.2002958128829628,1.1828679868153162,1.1942840030395814,0.8113044401319579,0.7988019784291586,0.8073969988712917,0.5537224048594331,0.5509366251173473,0.5514713344353932,-0.49037647288850794,-0.4959601617994763,-0.4948600607873414,0.4781843617096661,0.47000356515248615,0.472765443426871,1.004847522199908,1.001615393729437,1.002823512286138,-0.37771427012705355,-0.3778384185972668,-0.37830941104748467,"{""type"":""Point"",""coordinates"":[-80.082805,35.03532]}"
1257,8414.4,Other,C,33.858318,-81.706108,4.25,5.662,8424.312,8424.312,2.2835730128179157,2.2574006773176643,2.297771826485719,0.6372416253877261,0.6267908489893353,0.6440758205124869,1.2455643433291896,1.2298303104582287,1.254074075384961,1.5409784380270513,1.5131747514482528,1.547193611135843,0.8330749398775875,0.8174729233696348,0.8356305736393038,0.9523872273308892,0.9358713078120398,0.9565213223371922,0.03974109402245478,0.04544395681411501,0.040787068261589614,0.9129054746733969,0.9035822985664247,0.924052781685764,1.0739067803213607,1.053948680559794,1.0735535100745826,-0.29758339733272404,-0.2958434990474156,-0.3023417553665195,"{""type"":""Point"",""coordinates"":[-81.706108,33.858318]}"
1258,17589.5,Power Plants,"C,D",41.6728,-70.9989,8.25,10.132,40,17607.882,2.1347367065439693,2.1961293731416975,2.155357532316998,0.37491155790088837,0.3731315249488467,0.37381547651950653,0.9406797699509781,0.946008841196696,0.9398010091961553,0.8694926390776044,0.9076201404844011,0.8869127778458572,0.6112516126837954,0.6009714149293446,0.6044562796912316,0.07645413612886007,0.06256091594696045,0.0705946752431686,-2.3696675669246923,-2.400888096718561,-2.374171801011838,-0.4738206422168089,-0.4764177401860555,-0.4734809785304793,-0.4548210000279252,-0.43467843532562256,-0.44410476134044025,-1.2876370170117224,-1.3348180793580555,-1.3071421045284493,"{""type"":""Point"",""coordinates"":[-70.9989,41.67280000000001]}"
1259,329755.5,Power Plants,"C,D",46.1066,-112.8755,152.75,182.078,2385.792,330090.328,1.8482484691343866,1.7485912697655814,1.8260559929299418,0.8986097549835522,0.7465544201078869,0.8727198506207645,0.6228404398208708,0.4206131299336751,0.5930221844053691,0.41693622285196913,0.23574768361591159,0.3976532557998042,0.8179644029547278,0.6816697007133847,0.7997690792846524,1.3513387923719806,1.3687089000429427,1.3562919385554595,1.536737726694221,1.564330946831476,1.541545935425162,1.5308733715584875,1.5591410512015933,1.5399132029244986,1.3315983407967966,1.4022240014303298,1.3478226281028265,0.9529011371657278,0.9783133438655308,0.9615519525488244,"{""type"":""Point"",""coordinates"":[-112.8755,46.1066]}"
1260,4134072.9,Power Plants,"C,D",42.8378,-105.7769,11931.5,20691.034,2.9,4166695.434,6.165855270907339,6.369533885092962,6.243134422820955,4.515684899672906,4.716766357421875,4.586106993215686,3.728009100528382,3.8469000997997465,3.758548484717253,1.6111568556242664,1.7123101836159116,1.6350850588684782,2.863253648538864,2.9753534339723133,2.9084197058329786,2.853695004134905,2.812457737468538,2.8759069021428294,2.4065385189662076,2.3507282450085594,2.4171729186259276,1.6069343946778198,1.5475385586420696,1.5965072458203884,0.9896378371413619,0.922848071370806,0.968626411735048,1.4490715038535356,1.3798810754503523,1.4414832000390783,"{""type"":""Point"",""coordinates"":[-105.7769,42.8378]}"
1261,68053.8,"Injection of CO2,Petroleum and Natural Gas Systems","C,UU,W-PROC",32.1371469260185,-103.287467366585,976.5,38.442,67195.096,69068.742,1.4067800015386378,1.4255874100185575,1.4054138067403943,1.3732769524117074,1.4030107770647322,1.3781673659428033,1.619455042942602,1.674097946711949,1.640120132836648,3.0239572199126896,3.0582080398287093,3.0306774276368156,-0.003403128011398689,0.007870640073503767,0.0024321417436532103,0.12483877430210637,0.14889223802657353,0.12925544420394972,-0.9001285592044003,-0.8976906538009644,-0.9021267563617943,0.5806009125560267,0.580695180665879,0.5880441041219802,0.6955627835785227,0.7244750942502703,0.7090165804705479,0.6867529454542158,0.703100011462257,0.6940132093284629,"{""type"":""Point"",""coordinates"":[-103.287467366585,32.137146926018495]}"
1262,39219.7,Petroleum and Natural Gas Systems,"C,W-PROC",31.80809,-101.55907,77,20.264,35703.716,39316.964,1.872705374928352,1.8802789790289742,1.8748086157238508,2.265932448366855,2.2643040248325894,2.2675320028135544,1.9127432626069134,1.9160849026271276,1.9136626446614415,3.4581415891164227,3.4963154849551974,3.4630180950652925,-0.24078099778357973,-0.2482735656556629,-0.24168767490731807,0.9824601655793892,0.9949354160399664,0.9829369487730881,-0.2525780972738759,-0.21932267575036912,-0.25138995933994135,0.6055469555212252,0.6312555415289742,0.6065001515356189,1.5537523260715644,1.5664696068990798,1.5550499555868502,0.9763116133611616,0.9812023412613642,0.9754975513553449,"{""type"":""Point"",""coordinates"":[-101.55907000000002,31.808089999999996]}"
1263,33495.7,Petroleum and Natural Gas Systems,"C,W-NGTC",32.33175,-97.7433,34221.25,18.774,33490.724,67735.724,1.2644291595021848,1.268259122258141,1.266173647340378,1.9805150864017949,1.9853937058221727,1.9844019074786576,0.734906255439755,0.7280152411687941,0.7306714177430422,1.271287073873054,1.2792599371501379,1.2752273030747148,-0.2389745251119298,-0.24329484076727004,-0.2418901449456848,0.6945943513264492,0.7068058819997878,0.7017196495730178,-0.8019675705078234,-0.8093466247831073,-0.8061150962547551,-0.7602728239692239,-0.7562595719382876,-0.7584625280590583,1.6226925667050687,1.6300856783276512,1.627243000343629,-0.12681362610837357,-0.10708065260024298,-0.11594228421835075,"{""type"":""Point"",""coordinates"":[-97.7433,32.33175]}"
1264,837725.2,Minerals,"C,H",41.45906,-90.695252,1209.25,2342.578,140.748,841277.028,2.232432972950762,2.20973180508127,2.2091624906018836,-0.5708837924818365,-0.5683782668340774,-0.5723406397041101,2.0204240166907215,1.9962659985029778,1.9957661012555297,0.7513544175204108,0.7472833281471616,0.7463832335692776,1.015818477411564,1.0068708260854087,1.0062772854579634,0.6965226104880581,0.7023910056977045,0.6986014770763235,-0.624167236133116,-0.616567706575199,-0.6200599989953949,-0.4710560256760328,-0.4579994475760428,-0.4659428288146151,0.02871269847164635,0.03771457461272778,0.03033351954160162,0.014994477744863814,0.01714125295885566,0.014588189663408375,"{""type"":""Point"",""coordinates"":[-90.695252,41.45906]}"
1265,1400016.9,Power Plants,"C,D",32.7976,-88.6057,649.25,773.906,7.4,1401440.056,1.1884877412878458,1.2099051532291232,1.1905231672700536,0.3149431355410836,0.33193630642361116,0.31682123649929556,0.6457478681660909,0.6528935583810958,0.6465590790050009,0.8060900608578704,0.8309470263738481,0.8083212671550453,0.06803580953452078,0.05542380847628154,0.06740891993830872,0.6782662946235177,0.6862050635474068,0.6789350158175437,0.38007677251451777,0.386662451047746,0.3805383069416189,0.003906968685681681,0.026655331490531797,0.00623813383243487,1.501836516761588,1.5151695580709552,1.5029903698595584,-0.7068889804305196,-0.7029460536109077,-0.7067652239021681,"{""type"":""Point"",""coordinates"":[-88.6057,32.7976]}"
1266,1849.2,Power Plants,"C,D",42.0269,-93.5828,2,4.47,130.948,1855.67,2.6400134563843016,2.6378793092001054,2.6404526376255193,-0.7520504702816713,-0.7409566243489584,-0.7467563423618973,1.9725409689403715,1.9798695473443895,1.9750657271358116,0.702759607781156,0.6924534127825782,0.6987100416399237,0.8192948962914612,0.8284389064425514,0.8230055631099866,0.2679921559851341,0.2730784359432402,0.26896501027202546,0.31988540688422723,0.3256515150978452,0.33283954071247046,-1.1260479697113046,-1.125972764832633,-1.1281614476019923,-1.3509091907897766,-1.3479155074982416,-1.3572718298944242,0.0922860139905447,0.0960937568119594,0.09571769401154581,"{""type"":""Point"",""coordinates"":[-93.5828,42.0269]}"
1267,88378.1,Power Plants,"C,D",44.4489,-88.0731,41,49.17,232.9,88468.27,2.720876583839928,2.705698087101891,2.694760997422269,0.7748121549297311,0.7766302199590773,0.7646495487843575,1.219579536339551,1.2199556941077823,1.2110490064327122,-0.02451549075518113,-0.018030683199564617,-0.017642930442211675,1.1929187609116174,1.1862531503041585,1.1748838564928838,0.6950758472342667,0.6980633224759784,0.6986240936594517,0.2725842963447277,0.26836566130320233,0.27658369461027515,-0.6845448740621488,-0.6714672077269781,-0.6535717683012077,-0.702015624898772,-0.6904767751693726,-0.686642331235549,-0.029588570446370605,-0.027374551409766787,-0.02338828893602729,"{""type"":""Point"",""coordinates"":[-88.0731,44.44890000000001]}"
1268,83241.7,Power Plants,"C,D",28.9047,-81.3319,44.5,66.454,4380.678,83352.654,0.8004451296523681,0.7979512725557599,0.7978204829352242,0.46638139758977354,0.4623805454799107,0.4628754700122236,0.6340574151117789,0.6501547268458775,0.6334392703808396,0.40169507486882877,0.4124153965995425,0.39939972139165886,0.33454458998293723,0.34390986533392043,0.3321707702818371,0.5017396408290004,0.5113015572230021,0.4999816277337785,0.5411555065080085,0.5318515243984404,0.5373551963449834,0.2964197356285851,0.3035229103905814,0.2957162072931766,0.4536066692755801,0.4542840832755679,0.4528541007882821,-0.09149481404612467,-0.08847074281601679,-0.0916380713835616,"{""type"":""Point"",""coordinates"":[-81.3319,28.9047]}"
1269,3292608.4,Power Plants,"C,D",42.3026,-83.154,950.75,1308.518,687.748,3294867.668,2.791439542760628,2.7606003404294372,2.7818714626339722,-0.15906910621765852,-0.14772332408440808,-0.15691812204760175,1.8989738327799812,1.8641701425824846,1.889926654080616,1.0611961936141054,1.0404099945038083,1.0574094999140151,1.209653437121121,1.1969330108985698,1.204267173114409,0.9421175206685303,0.9181602940988289,0.9358992929606476,-0.8619241670106181,-0.8523980467407791,-0.8592111443100315,0.11972591916014612,0.11601096170919914,0.11876576136909055,0.543142109257175,0.5275666379423999,0.5391642624093581,-0.19907924978746644,-0.20727583592530913,-0.1997095253248415,"{""type"":""Point"",""coordinates"":[-83.154,42.302600000000005]}"
1270,71027.9,Power Plants,C,30.3036,-97.6128,33.5,39.932,71101.332,71101.332,1.162774453992429,1.181284024601891,1.1659662696392148,1.8210640506467959,1.864561535063244,1.8264396936009886,0.6648675719156523,0.6948557127089727,0.6687976183604998,0.7664953598571367,0.825242661294483,0.7739111155456638,-0.25653736487678863,-0.21551512536548434,-0.25115371737667747,0.7888857990071393,0.7778711489268711,0.7889097771042377,-0.11637104939723361,-0.1645101990018572,-0.12116508133416345,-0.5143289084760299,-0.5113487413951329,-0.5137762315031412,1.4936064131264855,1.467374671073187,1.4918776957885083,-1.0330707118624733,-0.9963425341106597,-1.0305649493792044,"{""type"":""Point"",""coordinates"":[-97.6128,30.303600000000003]}"
1271,78858.1,Power Plants,C,32.4033,-97.6986,38.5,48.574,78945.174,78945.174,1.2239753487315823,1.216324598448617,1.2232818250603266,1.9192577235337627,1.8898143949962798,1.916978493419214,0.677173977505307,0.6568499928429014,0.67544290382095,1.2384232314259052,1.2388099045980545,1.238336902897374,-0.2536902835126084,-0.2556931155068534,-0.2539116209356452,0.7188815801180086,0.7346925542468117,0.7201070556955392,-0.8152742779012491,-0.8259505124319166,-0.8162801816259833,-0.7589175732008991,-0.752167891320728,-0.7585015105612483,1.6395472068595096,1.6459902774719963,1.6399452473360994,-0.10561248996243629,-0.08048036893208822,-0.10372688686796626,"{""type"":""Point"",""coordinates"":[-97.6986,32.4033]}"
