system:index,CO2 emissions (non-biogenic),Industry Type (sectors),Industry Type (subparts),LST_2020_10km,LST_2020_1km,LST_2020_5km,LST_2021_10km,LST_2021_1km,LST_2021_5km,LST_2022_10km,LST_2022_1km,LST_2022_5km,LST_2023_10km,LST_2023_1km,LST_2023_5km,LST_2024_10km,LST_2024_1km,LST_2024_5km,Latitude,Longitude,Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,Stationary Combustion,Total reported direct emissions,.geo
1148,40185.4,Power Plants,"C,D",23.489045411290217,23.75273250239696,23.232060648480957,21.990206338327773,22.746919143496353,21.51281944181708,22.854327113169827,23.538906999041256,22.441038048755907,23.485915145724636,23.606663470757457,22.871199896946422,23.203534113667242,22.995525727069385,22.761174851500158,41.4297,-87.6187,18.75,22.35,86.7,40226.5,"{""type"":""Point"",""coordinates"":[-87.6187,41.429700000000004]}"
1149,1966366.3,Power Plants,"C,D",18.24872646276889,18.13940018744145,18.156856859421126,19.07481579158596,19.146622930334296,19.028068134076022,18.780022397054537,18.516138706654207,18.921521385069404,18.336794965959516,18.2245282724149,18.279467727757915,18.70026176351501,19.122124023742593,18.853255233251726,41.67616,-73.576914,912.5,1072.8,17.4,1968351.6,"{""type"":""Point"",""coordinates"":[-73.576914,41.67616]}"
1150,25798.2,Chemicals,C,20.898250551914867,22.12473561430796,21.457310107549738,21.795536408121567,22.604095386210496,22.07321870798842,21.317106010255966,21.74294971487821,21.637631076204656,22.958083829088466,24.414727838258198,23.719963825797816,22.39674305527892,23.389623120787988,22.773579954715938,39.690455,-75.538406,46.5,95.36,25940.06,25940.06,"{""type"":""Point"",""coordinates"":[-75.538406,39.69045500000001]}"
1151,65636.7,Petroleum and Natural Gas Systems,"C,W-NGTC",20.11769711199942,20.25611925150654,20.489290505106037,20.853379897535763,21.118571202029848,21.333564590315284,20.98745079116761,21.187680780209345,21.453013269719175,21.414708248122228,20.955461465271203,21.83930200397277,20.434403917983726,20.57543926419287,20.868470336426068,41.631747,-72.676381,2306.25,36.952,65701.952,67979.902,"{""type"":""Point"",""coordinates"":[-72.676381,41.631747]}"
1152,41421.4,Other,C,23.611045449288635,23.628572353603634,23.39334301078912,25.324990907523045,25.860202702702743,25.135282112547085,24.491347060499436,25.14359797297301,24.366058341233302,21.771489327703176,23.503745777027046,22.01726396036477,21.96492429779517,21.979455236486505,21.933987365700656,47.838829,-102.695772,19.5,23.244,41464.144,41464.144,"{""type"":""Point"",""coordinates"":[-102.695772,47.83882899999999]}"
1153,22891,Other,C,26.9666655113234,26.625588795518233,26.928932195753823,30.49174038179221,30.915838095238126,30.989106380582324,29.3595344358667,29.221319327731134,29.497661344821793,24.903954198129455,24.223005602240928,24.832345328602845,24.646544187708194,23.88200490196083,24.348592649981114,47.934,-104.137,10.75,12.814,22914.564,22914.564,"{""type"":""Point"",""coordinates"":[-104.137,47.934]}"
1154,3436.6,Other,C,31.98418911421528,32.601389961389984,32.01031719408466,30.36750597251865,30.920090090090135,30.546881124124234,30.729307770852103,30.93340411840415,30.888061079655657,29.74512813253149,30.320592020592038,30.040407546730812,29.335104840239694,29.46459298584302,29.6834240350061,39.74579,-104.99139,1.5,1.788,3439.888,3439.888,"{""type"":""Point"",""coordinates"":[-104.99139,39.74579000000001]}"
1155,25733.7,Other,C,31.98418911421528,32.601389961389984,32.01031719408466,30.36750597251865,30.920090090090135,30.546881124124234,30.729307770852103,30.93340411840415,30.888061079655657,29.74512813253149,30.320592020592038,30.040407546730812,29.335104840239694,29.46459298584302,29.6834240350061,39.74579,-104.99139,12,14.304,25760.004,25760.004,"{""type"":""Point"",""coordinates"":[-104.99139,39.74579000000001]}"
1156,64368.7,Other,C,31.98418911421528,32.601389961389984,32.01031719408466,30.36750597251865,30.920090090090135,30.546881124124234,30.729307770852103,30.93340411840415,30.888061079655657,29.74512813253149,30.320592020592038,30.040407546730812,29.335104840239694,29.46459298584302,29.6834240350061,39.74579,-104.99139,30.25,36.058,64435.008,64435.008,"{""type"":""Point"",""coordinates"":[-104.99139,39.74579000000001]}"
1157,25051.7,Other,C,31.98418911421528,32.601389961389984,32.01031719408466,30.36750597251865,30.920090090090135,30.546881124124234,30.729307770852103,30.93340411840415,30.888061079655657,29.74512813253149,30.320592020592038,30.040407546730812,29.335104840239694,29.46459298584302,29.6834240350061,39.74579,-104.99139,11.75,14.006,25077.456,25077.456,"{""type"":""Point"",""coordinates"":[-104.99139,39.74579000000001]}"
1158,8344949,"Power Plants,Waste","C,D,TT",25.632417070034432,26.348807903402875,25.395876316662548,24.888248260645963,25.792683863885863,24.704878188722642,25.79743831812811,26.47857665568975,25.48672954507757,25.550056952904367,26.16477863154047,25.3385634145547,24.788700056850526,25.359156604463983,24.63629630090407,28.9594,-82.7003,25563.75,22173.584,105.7,8392686.334,"{""type"":""Point"",""coordinates"":[-82.7003,28.959400000000006]}"
1159,9379808.9,Power Plants,"C,D",22.3781588954523,22.86613271920849,22.534479048237813,21.665598109466885,22.152907881269222,21.78017872611123,22.622746078869223,23.041235073353835,22.561964505170295,22.767950160363796,23.27291368133746,22.78756641492071,23.169743091260436,23.40269873763224,23.114038919116478,36.3903,-87.6539,27678.025,47999.158,17179.221,9455486.083,"{""type"":""Point"",""coordinates"":[-87.6539,36.390299999999996]}"
1160,36909.9,Power Plants,"C,D",20.185099867215655,19.796788499025364,20.046072479592386,20.722983460200215,20.911642300194956,20.620697551084096,19.826194021825685,19.61696718648475,19.699548126917307,20.16545566969787,20.473128654970782,20.30695321842668,20.947776139283935,20.86463287849255,20.9070686450372,39.3757,-74.9654,17.25,20.86,69.3,36948.01,"{""type"":""Point"",""coordinates"":[-74.96540000000002,39.37570000000001]}"
1161,865448.2,Power Plants,"C,D",38.88154693687048,38.7303470899471,39.03083580136912,34.51371215962491,34.94729559082895,34.918811893009384,38.67565533585801,39.440423280423296,39.577299056630494,35.33769160717509,34.19115696649032,35.100053278456684,36.95339289338597,37.252864550264576,37.285753589411,32.7131,-103.3533,401.5,478.588,14.2,866328.288,"{""type"":""Point"",""coordinates"":[-103.35330000000002,32.7131]}"
1162,31948.9,Petroleum and Natural Gas Systems,"C,W-PROC",33.34392878376563,33.56843721682851,33.316367152834076,30.75360585930853,30.390278317152134,30.698091857339485,32.73115202574126,32.73199352750811,32.5209916206866,28.242067027111727,28.765064632454973,28.32908749726695,29.12024222513607,29.977009708737896,29.225864329719247,40.127056,-104.586044,839.75,17.88,31385.532,32806.53,"{""type"":""Point"",""coordinates"":[-104.586044,40.12705600000001]}"
1163,10041.2,Petroleum and Natural Gas Systems,"C,W-UNSTG",28.812568056939323,29.37047299536118,28.839892522219017,27.453141958468592,26.289728296885393,27.391103548007695,31.879854028260578,31.43966037110672,31.853701624166995,29.74315159706516,30.062284956925154,29.673762788390864,28.34626444067205,28.46111729622269,28.273087156216118,37.6831,-98.4648,19833.25,6.258,8978.312,29880.708,"{""type"":""Point"",""coordinates"":[-98.4648,37.683099999999996]}"
1164,1146801,Power Plants,"C,D",34.909937060272,37.63502309913383,36.41475792375125,33.85540044335935,35.64631376323391,34.81547474727916,31.520804930441283,35.15702598652554,33.23608724379798,30.2994625351022,33.07794674366382,31.1317352531082,31.096289262312883,34.6243118383061,32.58992724811373,39.8223,-111.894,531.75,633.846,6325.776,1147966.596,"{""type"":""Point"",""coordinates"":[-111.894,39.822300000000006]}"
1165,8247.2,Petroleum and Natural Gas Systems,"C,W-NGTC",30.906027218378522,30.65079609279613,30.808259889967243,28.092940792896083,28.044368376068416,27.897746286198487,31.999813657085504,32.29516043956047,32.017663972464504,30.034436530546767,29.7696307692308,30.040029259426316,30.6726154772397,30.22660444444448,30.693801853142578,35.638732,-99.02356,3324.75,4.768,8252.168,11576.718,"{""type"":""Point"",""coordinates"":[-99.02356,35.638732]}"
1166,33597.8,Other,C,22.967743560616785,22.11173305380855,22.98840766406068,23.003408949742536,22.564727463312394,23.117660033167535,23.6391705172968,22.422725366876342,23.451104733278076,23.575832007197114,22.971383647798785,23.584846641791067,24.48272108487623,24.463287910552115,24.6545152708679,34.73954,-82.39152,15.75,18.774,33632.324,33632.324,"{""type"":""Point"",""coordinates"":[-82.39152000000001,34.73953999999999]}"
1167,3196843.4,Power Plants,"C,D",23.763863859042118,23.93448207171318,24.005665959235998,22.73687230097969,22.738642098273612,22.875583710407252,24.349724482476795,24.798720119521956,24.741144656228737,24.089436579425893,24.690195883134173,24.45316811489745,24.895694687984804,25.29301081388734,25.060819588965625,37.4497,-87.0803,9424.5,16345.3,0,3222613.2,"{""type"":""Point"",""coordinates"":[-87.0803,37.44970000000001]}"
1168,56803.4,Power Plants,C,26.513431439814205,27.69230117899254,27.24609879921291,26.085045056349657,26.708220793140434,26.515049503741707,27.190987994068866,28.83151661307613,28.096942028985517,29.098963750632823,29.76954180064311,29.58354133092029,26.63805746080303,27.530718113612043,27.1245288346907,31.321,-92.4626,26.75,31.886,56862.036,56862.036,"{""type"":""Point"",""coordinates"":[-92.4626,31.320999999999994]}"
1169,33445.8,"Chemicals,Industrial Gas Suppliers","C,L,O,OO",23.050136841832263,24.15806834030685,22.61901992941668,22.391951660873954,23.39380055788008,22.014779461629,23.754419937403853,25.086328451882878,23.470436578783506,24.34273397584591,25.882184449093486,24.135516033492525,24.47624820103902,25.195791492329192,23.832419396581574,34.630486,-87.039444,15.75,18.774,33480.324,625970.8067,"{""type"":""Point"",""coordinates"":[-87.039444,34.63048599999999]}"
1170,28675.5,Other,C,22.95479634556558,22.813783403656853,22.70690912284095,23.221797066729025,22.938657524613244,22.814039107522824,22.860662760596522,22.418674402250392,22.539040030435007,23.3418701607302,23.04890998593535,22.979131656390877,23.45293502749834,22.83423909985937,23.073041051978997,33.056714,-79.941352,13.75,16.39,28705.64,28705.64,"{""type"":""Point"",""coordinates"":[-79.941352,33.056714]}"
1171,103177.2,Other,C,21.740170560747703,21.224643577981674,21.103986858194446,24.92430983193833,25.1067782874618,24.564168413488254,23.903175757968587,24.54077370030585,23.457453873533595,22.769731492043377,23.050849388379234,22.4595235172339,22.82444987448208,23.268436544342535,22.458755854878948,43.976389,-96.95333,48.5,57.812,103283.512,103283.512,"{""type"":""Point"",""coordinates"":[-96.95333,43.97638899999999]}"
1172,640.5,Waste,"C,HH",20.491695598926153,20.31414298169141,20.739648354139092,26.70164470923915,26.302878523685003,26.77218048678432,21.994879231243093,20.98785236849757,21.781829916079708,19.82531335169661,19.55540976460335,19.797758618685656,23.200409274193017,22.901859924440597,23.24271154261275,46.258482,-97.69506,64366.25,1.192,642.192,65007.942,"{""type"":""Point"",""coordinates"":[-97.69506,46.258482]}"
1173,33014.3,Minerals,C,39.96651704213205,41.08825168619102,40.393074345915736,35.8509879681474,35.93300268776311,36.03275191364744,37.979985006601666,39.53743521476753,38.66064009672176,38.60714985350184,38.97532430650645,38.782615319165444,38.57582860321406,38.63479836705719,38.64676719939026,31.957737,-106.351547,15.5,18.476,33048.276,33048.276,"{""type"":""Point"",""coordinates"":[-106.351547,31.957737000000005]}"
1174,62191.3,Minerals,C,26.35590931861849,26.836833161689015,26.498017514401983,26.933753324909244,27.32597493992451,27.11164067588705,29.259296507413254,29.710925163062182,29.513351482512952,26.20208717304839,26.71077239958808,26.36110905206545,26.399684249770527,26.68749570889122,26.435909097114195,35.70651,-95.38611,29.25,34.866,62255.416,62255.416,"{""type"":""Point"",""coordinates"":[-95.38611,35.70651]}"
1175,17859.3,Metals,C,24.43461458670523,24.236615762765634,24.24187772299136,22.16592563465655,22.658686964795475,22.62330756052849,22.09924171462346,21.687350142721243,21.68230773120933,23.346892165387438,23.437307326355885,23.46395762690439,23.131787620365902,23.423617189977833,23.258421998862158,41.23575,-85.832528,30.25,50.66,17940.21,17940.21,"{""type"":""Point"",""coordinates"":[-85.832528,41.23575]}"
1176,92.5,Waste,"C,HH",20.993558566460464,21.118959096459125,21.016220578423198,18.831054835820247,19.092637362637404,18.900765874315685,19.666336828994798,19.957692307692344,19.762915051896247,20.834035543736626,21.170744810744846,20.791853589235693,19.754094003536192,19.781780263387432,19.812197072616605,43.82506,-75.90396,47716,0.298,92.798,47808.798,"{""type"":""Point"",""coordinates"":[-75.90396,43.82506]}"
1177,295.7,Waste,"C,HH",20.25178892676715,21.309857274401505,20.70140646496662,21.830248268607694,23.334505831798683,22.474326313138818,21.305737112452235,24.936206261510144,22.351650329206016,23.79861275011135,24.91051749539597,24.281070871413167,21.110528684843867,20.88853130755068,21.163491138989528,43.0459,-89.2628,27136,7.748,306.948,27439.448,"{""type"":""Point"",""coordinates"":[-89.2628,43.0459]}"
1178,27058.1,Other,C,23.513232614165325,21.779486921529216,23.29613144039871,23.103744436518536,22.192736418511107,23.122207218069327,24.370753197671256,22.44908249496985,24.18131465086642,23.226389823810557,21.22667002012074,22.96224603461676,23.76696915308782,22.537451374916213,23.56156067017277,37.168611,-85.918611,12.75,15.198,27086.048,27086.048,"{""type"":""Point"",""coordinates"":[-85.918611,37.168611]}"
1179,27078.7,Other,C,30.31114652811777,31.697731285310766,30.72705039799093,28.443909502831126,30.508919491525436,29.010498957136207,33.20584068111043,34.566112288135606,33.555939608150794,30.725050461525868,32.54618139628736,31.273981620665158,29.888222718391262,31.131347104519797,30.37012432781399,32.426944,-96.85,13,15.794,27107.494,27107.494,"{""type"":""Point"",""coordinates"":[-96.85,32.426944]}"
1180,41222.9,Other,C,16.351628678826337,15.984601515151564,16.630776480203444,15.605930618427639,16.041293939393963,16.25512969833776,15.489097485276085,15.936390909090942,15.927010443152948,17.461931094670017,17.384924242424276,17.855245853008864,15.226553467770767,15.78911060606065,15.672505297251508,43.9358,-71.8224,41.25,98.34,41362.49,41362.49,"{""type"":""Point"",""coordinates"":[-71.8224,43.93580000000001]}"
1181,35183,Petroleum and Natural Gas Systems,"C,W-PROC",30.16066228700134,31.051822705802994,30.277021753502343,28.840044404320963,30.474868421052662,29.050127322112,32.89239548988483,34.56161943319842,33.475364872567404,29.62778164693446,30.228078609986536,29.83729929604776,29.88365901364012,30.313974358974395,30.08442896014365,36.1819,-98.9942,4627,17.88,29684.488,39827.88,"{""type"":""Point"",""coordinates"":[-98.9942,36.181900000000006]}"
1182,41750.1,Petroleum and Natural Gas Systems,"C,W-PROC",29.78470515662363,30.316820197884706,30.161255291492527,27.13471136648018,28.512630501535345,27.663094809358192,32.15128707709832,32.70444558171275,32.278810858740904,30.045798587457952,30.549933469805556,30.118964370000132,29.25245375107095,29.875429887410473,29.41431149210249,35.7892,-97.7445,3626.25,23.542,40721.196,45399.892,"{""type"":""Point"",""coordinates"":[-97.7445,35.78920000000001]}"
1183,82552.8,Petroleum and Natural Gas Systems,"C,W-PROC",30.038117888312804,29.366783912747124,30.019743507335395,28.124395722873935,26.97382072256308,27.80913803480045,33.47860733465331,33.399629516019125,33.53063287810113,30.298650728094103,30.511039487778785,30.59353714968077,29.234384184644835,28.80062304021815,29.16973970950922,35.734125,-98.084146,5565.25,46.19,63931.16,88164.24,"{""type"":""Point"",""coordinates"":[-98.084146,35.734125000000006]}"
1184,7.9,Waste,"C,HH",23.660559560023206,23.81566019417479,23.723049780932733,22.474997743613226,22.512288673139196,22.634829528675645,23.544423527289787,23.362087378640794,23.506210142101256,23.760141723842416,23.510367475728184,23.733751407361204,23.768975320653063,23.51150064724922,23.818826481792094,39.3486,-85.61857,26669.5,1.192,9.592,26678.592,"{""type"":""Point"",""coordinates"":[-85.61857,39.34859999999999]}"
1185,79242.2,Other,C,17.079777009999972,18.603861356932196,17.25337095088823,17.455212042805062,19.783377876106226,18.086919468984547,18.343989216480743,20.129415929203574,18.568139902156386,19.26155792659271,21.339071386430703,19.89071653248791,18.398794512282297,21.19925663716815,19.434554386509557,45.064036,-83.424389,78.5,289.656,79610.356,79610.356,"{""type"":""Point"",""coordinates"":[-83.424389,45.064035999999994]}"
1186,709.8,Waste,"C,HH",21.203112658896043,21.533575145393364,21.223832627508777,22.073519823805945,21.91123048668506,21.78587857362059,21.462065264760284,22.74756045301503,21.326807125759554,24.48139147961286,25.3877900214264,24.7892674031793,21.356214798013443,21.87624793388432,21.084828452183704,43.089729,-88.748427,22504.75,81.056,825.356,23295.606,"{""type"":""Point"",""coordinates"":[-88.748427,43.089729000000005]}"
1187,82.8,Waste,"C,HH",21.871066498271198,23.953624413145572,23.335651858610696,21.077963121883542,22.014697965571234,22.21443911874799,21.23757511609153,22.819859154929606,22.724966626472764,21.30708996665288,22.45222848200316,22.714458361594723,21.769298650099877,22.8105852895149,22.659409310638143,41.65144,-86.90338,4831.75,41.72,142.27,4956.27,"{""type"":""Point"",""coordinates"":[-86.90338,41.65144]}"
1188,7221.6,Petroleum and Natural Gas Systems,"C,W-PROC",32.29653630847895,35.97887159533077,32.98242264040896,31.797979877771294,34.51339169909213,32.30503898814169,29.024335721019465,32.32219844357979,30.207539241691414,29.50199518886947,32.50697470817124,30.493802189443436,28.9289094658763,31.434721372985035,29.731685384764003,39.3269,-108.2431,1044.25,4.47,7172.872,8270.32,"{""type"":""Point"",""coordinates"":[-108.24310000000001,39.3269]}"
1189,1020.8,Waste,"C,HH",22.499035897081818,23.291020793950874,23.115767203715567,23.401145217402224,22.923295526150007,23.402081471188403,22.92012593777963,22.308582230623834,23.304786244538757,24.68459773444603,24.748960302457494,25.042950857257342,23.144026139168165,22.874669187145592,23.166288108024993,41.897846,-88.685484,108684.75,1.49,1023.04,109707.04,"{""type"":""Point"",""coordinates"":[-88.685484,41.897846]}"
1190,28710.6,Other,C,35.586281452456056,35.35799932591846,35.09195514567323,36.48152408159672,36.004406808223806,35.83305548809188,36.158873580028875,35.52549376474556,35.64447079757598,32.76425116449935,33.15895854398384,32.69023412004412,35.32750061373738,34.31132355915069,34.543716283479284,36.25488,-119.64794,13.5,16.092,28740.192,28740.192,"{""type"":""Point"",""coordinates"":[-119.64794000000003,36.25488000000001]}"
1191,24729.8,Petroleum and Natural Gas Systems,C,38.899139418592846,39.223755648244726,39.029729025530095,36.89238758584544,37.26244004171015,37.030052818473585,37.17376185718077,37.61281473757389,37.37249734896056,33.83041729518666,33.7462321863052,33.77111406446214,34.54095670984351,34.69232186305181,34.53934272359427,33.910116,-118.221906,11.75,14.006,24755.556,24755.556,"{""type"":""Point"",""coordinates"":[-118.221906,33.91011600000001]}"
1192,39540.9,"Other,Waste","C,II",21.940386137792164,21.591481514084517,22.20110230522118,24.779986445105358,23.791008551307883,24.91254934380294,22.834777963588845,23.131400528169053,23.514405773055184,22.5634891583115,21.976907276995334,22.720784851908096,22.76599756523354,21.85554141515764,22.782149815841212,45.5747,-95.9108,18.75,22.35,39582,39582,"{""type"":""Point"",""coordinates"":[-95.9108,45.5747]}"
1193,771,Waste,"C,HH",33.25352724053605,33.200766376250435,33.40751946051595,29.714516090670852,29.55850919651502,29.73620247479261,31.637102084024182,31.640280735721216,31.632919311296185,28.910501674016892,29.453212326556994,29.193813755401617,28.426400555424635,28.46226686027755,28.42230924552482,39.64582,-104.71626,43034,48.276,840.026,43853.276,"{""type"":""Point"",""coordinates"":[-104.71626,39.64582000000001]}"
1194,28521.8,Other,C,34.97637669284304,35.209052032520354,35.09505101988126,31.659516779522892,31.678429268292717,31.944415630187024,33.68808257704007,35.224463414634165,34.23455649367418,28.984724921074456,28.990447154471585,29.023612605584482,28.961162277814374,28.75090243902442,29.247014465530636,39.83425,-104.70436,13.5,16.092,28551.392,28551.392,"{""type"":""Point"",""coordinates"":[-104.70436000000001,39.83425]}"
1195,23577,Other,C,25.5969082023913,26.100210295040824,25.34581974208938,23.313606278078446,24.024276522285017,23.14129427403628,26.918991059924455,27.27578782172003,26.524060589119596,27.0003611783434,28.097387005649757,26.686034530953023,25.619033462800697,26.16376333961084,25.516860410222034,42.37642,-83.26104,17.75,36.356,23631.106,23631.106,"{""type"":""Point"",""coordinates"":[-83.26104000000001,42.37642]}"
1196,919699,"Petroleum Product Suppliers,Refineries","C,MM-REF,Y",25.0560548232521,26.860158286778432,26.37979462152884,22.329257327698834,25.079387957790214,23.228448479645696,25.634294580332657,28.269189944134105,26.882200439185848,25.912367781802445,28.274551210428324,27.21119174878073,24.50724754033114,26.53198013656118,25.65673212152885,42.280556,-83.152778,6581.25,2468.036,660446.588,928748.286,"{""type"":""Point"",""coordinates"":[-83.152778,42.280556]}"
1197,79114.4,Petroleum and Natural Gas Systems,"C,W-PROC",36.04206461662317,36.11125185972372,35.83578145186318,33.58222373947829,33.30646563939075,33.326175596344775,33.751985232112155,34.592279489904385,34.17121133395394,32.02255552009176,32.60005490612826,31.949465473470458,33.236642145516285,34.538693765497726,33.60984686609689,32.98019,-102.8172,20570.25,36.058,58849.528,99720.708,"{""type"":""Point"",""coordinates"":[-102.8172,32.98019]}"
1198,132647.8,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","C,NN-FRAC,W-PROC",25.543917920571577,25.64058342420942,25.848606520951087,23.309049743297223,23.49249145765179,23.842048769105173,25.644301710808687,25.987142857142885,26.21680345788128,26.765069785130283,27.136779352962584,27.197693209660528,25.569910065737673,25.923300617957135,25.987617793389703,29.86025,-90.453417,488.75,69.136,120336.596,133205.686,"{""type"":""Point"",""coordinates"":[-90.45341700000002,29.860250000000008]}"
1199,156229.3,Petroleum and Natural Gas Systems,"C,W-PROC",26.241368011270183,25.37745162468058,26.37844339035254,24.118587112792913,23.85372581234029,24.41059018179694,26.178317224253988,26.012949981745198,26.392340412151036,27.367206453611853,27.560029207740076,27.564646497886635,25.797661703976388,25.467897042716356,25.8485546278711,29.5454,-90.39736,4099.25,87.612,151001.232,160416.162,"{""type"":""Point"",""coordinates"":[-90.39736,29.545400000000004]}"
1200,28408.9,Chemicals,C,27.040789128176797,27.211694413614524,27.35665324708271,25.774231051119305,25.393703292637827,25.65744613563336,27.634065394370857,27.73563078061416,27.54275054963642,29.429666299864948,29.813540510543874,29.353659140876047,26.983770827612954,27.263692193858706,26.99884140876037,29.85043,-93.959913,43.75,104.3,28556.95,28556.95,"{""type"":""Point"",""coordinates"":[-93.959913,29.850429999999996]}"
1201,662285.3,"Petroleum Product Suppliers,Refineries","C,MM-REF,Y",32.07516249805987,33.24681063122927,32.72427294771707,30.36389374566431,31.19525470653379,30.829283098237553,33.547566588690124,33.897188261351104,33.92313228944878,33.31585609621801,34.76238095238098,33.82658649012304,30.865947535791644,31.52660022148397,31.075697754021782,28.456667,-98.190277,4471,1569.268,526421.646,668325.568,"{""type"":""Point"",""coordinates"":[-98.190277,28.456666999999992]}"
1202,28517.8,Other,C,22.02515074232241,22.030693116634826,21.580865084196148,23.80415594102458,24.30437093690251,23.544639904617004,19.828309595820336,20.79796367112813,19.477817399023554,22.670153985298036,22.496889260675616,22.454309021984308,22.947151329278118,23.037801943913333,22.487508268340648,41.0313,-121.6817,28.75,69.136,28615.686,28615.686,"{""type"":""Point"",""coordinates"":[-121.68170000000002,41.03130000000001]}"
1203,88882.3,Other,C,21.325373206222732,21.12686672822408,21.39425010974542,22.589865020678804,22.846263773468788,22.900192699841153,20.904059969288724,20.79261772853188,21.062363732806585,23.895436335649784,24.371718770610755,24.16696238258988,21.931992014889087,21.787764696829825,21.925780794034072,43.53731,-89.10315,42,50.064,88974.364,88974.364,"{""type"":""Point"",""coordinates"":[-89.10315,43.53731]}"
1204,379.3,Waste,"C,HH",22.618801210354718,22.559308983218198,22.773743775195666,21.273977027961696,21.46824942415271,21.521124153558358,22.2969774972829,22.28164527805203,22.464024385424107,21.819147386857132,22.37573543928928,22.047577643024677,22.37742457761091,22.596969397828268,22.4124270808632,38.4027,-82.0208,96657.25,0.298,379.598,97036.848,"{""type"":""Point"",""coordinates"":[-82.0208,38.4027]}"
1205,30207,Power Plants,C,21.665957253936146,23.496980162308418,22.712210093435726,24.79127654580992,27.49928313796216,25.661502910194635,23.138233253912336,23.614350766456305,23.706854430756426,24.744125074736132,26.977146077547374,25.852314884246873,21.67916621007013,23.509175683799246,22.38287825983458,44.94333,-93.096815,15,19.37,30241.37,30241.37,"{""type"":""Point"",""coordinates"":[-93.096815,44.94333000000001]}"
1206,217987.6,"Pulp and Paper,Waste","AA,C,TT",18.47936606291607,19.890339075249354,18.981362700504228,20.9840105052695,22.003004533091595,21.309433528272184,19.138232517677082,19.450238742822627,18.974205744678326,22.07366705142238,23.537881535207042,22.38863397831608,18.79644592453291,19.6847591417347,19.080558842068076,44.3143,-89.8962,49423,466.37,201195.292,267876.97,"{""type"":""Point"",""coordinates"":[-89.8962,44.314299999999996]}"
1207,11219.9,Petroleum and Natural Gas Systems,"C,W-LNGIE",21.903393192732178,23.090472824379543,23.162551473198473,20.273415794187464,21.2635953502985,21.257026915665133,21.53258951153326,21.569743952246345,22.42169142071102,21.997644746435178,22.361248821866194,23.104387899994965,19.668932181095048,20.063463713477883,20.551479651605074,42.393109,-71.064636,156,5.96,11230.86,11381.86,"{""type"":""Point"",""coordinates"":[-71.064636,42.39310900000001]}"
1208,96218.3,Petroleum and Natural Gas Systems,"C,W-PROC",38.20655249488908,37.68020035460997,38.01577701917079,33.875726735721955,33.46936139817631,33.74055915320715,37.84857373311897,37.76575000000003,37.989426011003374,35.86470880070908,35.00469148936172,35.817784427996166,37.10844606508512,37.05199822695039,37.194939422851,32.540693,-103.522351,499.25,34.27,50030.112,96751.82,"{""type"":""Point"",""coordinates"":[-103.52235100000001,32.540693]}"
1209,5091056.9,"Chemicals,Other,Petroleum and Natural Gas Systems,Waste","C,DD,TT,W-UNSTG,X",28.84086875889808,31.40549534450654,30.073834385484748,26.22529282512358,27.98434450651773,27.12673934604747,28.320527792322817,31.282499068901334,29.546842846842097,29.980065350378727,32.23875418994416,30.96632026605451,28.15784533403151,30.08494599627564,29.340370349932336,28.980147,-95.342272,121251.5,2978.212,3572931.128,5215286.612,"{""type"":""Point"",""coordinates"":[-95.342272,28.980147]}"
1210,377327.7,"Pulp and Paper,Waste","AA,C,TT",23.662484184212566,25.14484018264842,23.817448699644483,24.368555352632093,25.719072708113828,24.467735925645986,26.03700668098129,26.98104320337201,26.207527259875153,24.899647422171878,25.38614682121534,24.8113900436718,25.100991290783405,25.87546364594314,25.187705065447712,33.64268,-94.10053,26552.25,4290.902,249517.558,408170.852,"{""type"":""Point"",""coordinates"":[-94.10053,33.64268]}"
1211,116957.6,"Pulp and Paper,Waste","AA,C,TT",21.94659557543261,22.1098080808081,21.815631371455904,21.162040243347203,21.17143602693605,21.123474487628776,22.339558273837365,21.953666666666688,21.955305836519088,22.225106153468627,21.32590909090912,21.834284273123107,22.651816288441434,22.4009352573353,22.364010173470476,37.894847,-86.685793,8610.5,5603.294,61004.578,131171.394,"{""type"":""Point"",""coordinates"":[-86.685793,37.894847000000006]}"
1212,165410,Pulp and Paper,C,22.182070917819622,24.575990581903834,23.398156152931985,23.378342355892286,25.993430877901133,24.88609843880832,22.480260695403846,24.786291288261054,23.704376738784,22.367174151423697,24.618799192734624,23.47328235151124,22.452141842873658,24.146357887655604,23.463518518411366,36.54799,-82.56475,357.75,1755.518,167523.268,167523.268,"{""type"":""Point"",""coordinates"":[-82.56475,36.547990000000006]}"
1213,12888,Power Plants,C,39.96195652574095,42.10983759808941,41.18541181384769,42.610342514590386,45.6090136472194,44.28064669584317,41.12232149774682,44.54845615830775,42.855208862059065,35.829331432355374,37.33493773456161,36.6578782772195,38.22887053818924,40.09917093142275,39.097932984076174,35.490363,-119.042957,6,7.152,12901.152,12901.152,"{""type"":""Point"",""coordinates"":[-119.04295700000002,35.49036300000001]}"
