system:index,CO2 emissions (non-biogenic),Industry Type (sectors),Industry Type (subparts),LST_2020_10km,LST_2020_1km,LST_2020_5km,LST_2021_10km,LST_2021_1km,LST_2021_5km,LST_2022_10km,LST_2022_1km,LST_2022_5km,LST_2023_10km,LST_2023_1km,LST_2023_5km,LST_2024_10km,LST_2024_1km,LST_2024_5km,Latitude,Longitude,Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,Stationary Combustion,Total reported direct emissions,.geo
2891,2839711.5,Power Plants,"C,D",21.288685846450875,19.95730997038502,20.951337509788587,21.288916290832276,19.75631622244161,20.87713211302534,21.503820835878127,19.987928594932566,20.978386461945806,21.713434316209696,20.062216189536056,21.21639737666408,21.482387837360026,20.579438960184287,21.30451156728943,39.1131,-84.8031,8351.25,14489.058,128.348,2862551.808,"{""type"":""Point"",""coordinates"":[-84.8031,39.1131]}"
2892,60743.2,Other,C,24.726685777201297,25.72063295099065,24.924649942088468,24.10731965206661,24.406548488008358,24.05979134396676,23.50877242929228,24.13556795272856,23.688187745077535,24.5752715074774,25.346392075078242,24.941091697615988,24.43653844946806,24.746503302050765,24.4516503886354,33.93412,-81.28582,28.5,33.972,60805.672,60805.672,"{""type"":""Point"",""coordinates"":[-81.28582,33.93412]}"
2893,1466195.6,Power Plants,"C,D",18.778417831339713,17.77864220758861,18.778898103521872,18.21878137558472,17.791608654750753,18.447117315560934,17.834820917997654,16.11837723424274,17.57175393478427,17.776668472105925,17.15859830667923,17.790696149308445,19.72563896548806,19.113841329570405,19.83117872293886,41.7203,-86.9097,4151.25,7189.25,7230.972,1477536.1,"{""type"":""Point"",""coordinates"":[-86.9097,41.7203]}"
2894,28329.1,Other,C,22.71983584041933,23.376375038473416,23.039367669062056,21.208602058440313,21.71195598645742,21.52312153955849,23.627419166728163,23.929122037550037,23.885874913949976,23.18590003902985,23.06143120960298,23.25398153611648,22.328344709502037,22.279291650178095,22.325964375276627,43.00655,-84.37922,13.25,15.794,28358.144,28358.144,"{""type"":""Point"",""coordinates"":[-84.37922,43.00654999999999]}"
2895,534677,Power Plants,"C,D",17.34711356801125,18.284915611814377,17.69599418963579,16.218207674779652,17.691166365280313,16.950283739453614,17.696972967902248,19.58529535864982,18.62974198351312,17.16843246622771,19.008193188667892,17.702751665724236,16.811450814300336,17.6856943942134,17.07302086889158,43.94,-86.4247,250.75,298.894,3637.036,535226.644,"{""type"":""Point"",""coordinates"":[-86.4247,43.94]}"
2896,17967.1,Other,"C,I",27.165002312465283,27.84600195503425,28.2408278557482,25.304819842042036,26.393004235907497,26.365070632018988,25.776462055962483,28.427630009775203,27.512785312733435,24.824214109524267,26.6199227761486,26.315683736851284,25.26240330231173,27.695032909742604,26.79745992714028,38.78695,-104.80641,8.5,535.208,17985.732,186821.152537,"{""type"":""Point"",""coordinates"":[-104.80641000000001,38.78694999999999]}"
2897,5490.8,Other,"C,I",43.50314574684407,43.85699505649721,43.76513923988434,40.573256533591525,41.87671433615823,41.038823954735655,42.09641688406464,42.82345666027714,42.41385197119035,41.45470391226094,41.45419173728818,41.43869056143226,41.773169891173225,42.30854872881359,41.98159809620085,33.41663,-111.96953,2.5,3028.276,5496.28,77656.722351,"{""type"":""Point"",""coordinates"":[-111.96953000000002,33.41662999999999]}"
2898,29500,Other,"C,I",21.58393795332164,22.93713307240708,22.565992016360592,22.925572819877512,24.21850293542079,23.848421907159082,22.73563894378732,23.627000978473603,23.318691023977166,23.171791458134656,25.346731898238776,24.379800802296796,23.017580158238577,25.086397260274,24.013652220081063,38.74876,-77.51142,14,12303.526,29530.688,243398.1534487,"{""type"":""Point"",""coordinates"":[-77.51142,38.74875999999999]}"
2899,33815.3,Metals,"C,Q",27.69112256382184,27.9700883575884,28.00486483663411,27.232882409487836,27.24127512127514,27.58391733517175,29.951306684274687,30.245814968814997,30.526288455952315,28.605269170155317,29.1512456687457,29.16822221426386,27.908990501702316,28.305785862785886,28.178747318021404,34.07091,-96.75503,6,7.152,12492.752,33828.452,"{""type"":""Point"",""coordinates"":[-96.75503,34.07091]}"
2900,83977.1,Power Plants,"C,D",24.26175757962465,24.730833333333344,24.27187538105976,23.856272903706078,24.656223516949183,24.01626508287608,24.743149245341804,25.577863700565008,24.837316701405168,24.422164956310635,25.42015360169496,24.615792214329293,24.77127415324085,24.99180614406784,24.63900893983868,32.4853,-83.6036,39,47.084,18765.28,84063.184,"{""type"":""Point"",""coordinates"":[-83.6036,32.4853]}"
2901,43129.5,Power Plants,C,20.033889272295077,20.756789189189217,19.585317118301585,19.703628364389257,20.572994594594626,19.19534146519615,18.425602219921803,19.304552252252293,17.98159393031922,19.262445280269922,20.27949909909912,19.00189917950968,19.319018461007616,20.45142702702705,19.105551091958255,39.35978,-74.43384,20.5,24.436,43174.436,43174.436,"{""type"":""Point"",""coordinates"":[-74.43384,39.35978]}"
2902,132666.1,Power Plants,"C,D",18.747860704320036,18.044695374800646,18.88491960140417,19.359000142205733,18.257488038277536,19.490622743114564,19.287369449745214,18.425095693779934,19.41997027516706,19.214100223420985,18.541918660287116,19.698547603769565,18.902875020145846,18.40630622009572,19.026077643151044,41.5544,-72.5793,82.55,143.636,12048.704,132892.286,"{""type"":""Point"",""coordinates"":[-72.5793,41.5544]}"
2903,1229819.5,Power Plants,"C,D",25.24116251861515,25.933535819430844,26.216440178594645,23.07810741295908,23.917461563624503,24.12534775329026,24.77171131076948,26.579842983316993,26.206237475014955,24.315992619300257,24.902859012103402,25.647601266034044,23.95669773985769,24.656310107948993,24.87939350517875,39.464805,-84.347833,570.25,679.738,8.7,1231069.488,"{""type"":""Point"",""coordinates"":[-84.347833,39.464805000000005]}"
2904,4604649.7,Power Plants,C,22.49376516687368,20.356640909090927,21.96903379966155,21.014136661239636,19.022381818181845,20.65571117483049,23.804001889037366,21.728846969696995,23.58463379235615,22.097302956969664,21.918010606060648,21.854866250258763,22.212202485101688,22.322569696969722,22.152652792490066,43.5861,-84.2242,2135,2544.92,4609329.62,4609329.62,"{""type"":""Point"",""coordinates"":[-84.2242,43.5861]}"
2905,1068525.1,Power Plants,"C,D",27.068848727951586,26.632733636019704,27.068587121744237,26.676894648408357,26.16467612561484,26.735372104951775,27.792405402117314,27.062959299497365,27.665911539542087,28.21864976177623,27.13513810064324,28.192803324011297,26.966917015071754,26.101092697692053,26.889812182082114,27.6417,-81.9625,495.75,590.934,1087.996,1069611.784,"{""type"":""Point"",""coordinates"":[-81.9625,27.641700000000007]}"
2906,23166.4,Waste,"C,HH",26.12788542138467,25.885149402390468,26.05817569715362,23.56148989451438,22.14992629482077,23.20220263755899,24.332661333072686,24.077695883134155,24.144453080873802,24.117408126727234,23.60269721115541,23.99185880259032,25.422344981390708,24.82561653386456,25.310878945501873,38.655,-90.125,66056.75,7.45,23180.1,89230.6,"{""type"":""Point"",""coordinates"":[-90.125,38.655]}"
2907,23731.3,Power Plants,C,21.71333586023802,22.248515746803893,22.168199253812748,18.737026726334612,18.744965700031223,18.669625708600837,20.102566646020662,20.58381976925478,20.210801422832915,19.95027766389692,19.925045213595304,19.973893519039947,18.97225059122733,19.039686623012184,19.030011825656068,41.895,-76.575,11.25,13.41,23755.96,23755.96,"{""type"":""Point"",""coordinates"":[-76.575,41.895]}"
2908,1424525.1,Power Plants,"C,D",20.438000434282664,20.397287334593607,20.505614537474084,20.508177189355425,19.803664461247667,20.518142195163904,21.026876732178994,20.426488657845017,20.992484366530512,20.51965873132382,19.81307183364842,20.49819372281498,20.309130435669108,19.590324511657247,20.13766122635151,41.2239,-73.1,660.5,787.316,0.9,1425972.916,"{""type"":""Point"",""coordinates"":[-73.1,41.2239]}"
2909,97607.5,Power Plants,"C,D",19.063967113978933,21.081247637051074,19.582557478792435,18.351846768286073,19.168000945179617,18.596561501996035,19.781864598432108,21.798045053560205,20.343003680139752,19.214787243029278,21.8796739130435,20.005449476047936,18.507607088418247,19.848024574669214,18.749922342814404,42.1292,-71.5122,45.25,53.938,45.3,97706.688,"{""type"":""Point"",""coordinates"":[-71.51220000000002,42.1292]}"
2910,7156238.7,Power Plants,"C,D",21.64012729088659,22.047055778223143,21.539488236696766,21.453501567523364,21.978647294589216,21.371047948329302,22.556344004595505,22.99270374081499,22.53711881863583,22.082877142904454,22.67566800267204,21.989872100570963,22.336390669323762,22.799525718102903,22.16048938729012,38.0531,-85.91,21167.75,36700.786,272.948,7214107.236,"{""type"":""Point"",""coordinates"":[-85.91,38.05309999999999]}"
2911,243560,Power Plants,"C,D",18.181091746480128,18.758039950062468,18.631492225007204,16.881709012994655,16.41516229712861,17.015269661940586,17.862505472253275,17.68077715355808,18.28543611661869,18.50725561811767,18.508024344569332,18.968183195540792,17.81796309408011,18.041779026217256,18.521964666492117,42.1127,-72.0152,113,134.696,347.648,243807.696,"{""type"":""Point"",""coordinates"":[-72.0152,42.1127]}"
2912,7379.4,Other,C,32.34148722346384,31.013813263525325,31.71577246571929,33.95693426325365,32.671123909249594,33.41245913737227,30.742324879002776,29.50481020942413,29.78119053103967,33.689363394745,32.816745450012505,33.27672557383865,29.325927571791308,29.222801047120456,29.249846637580017,46.202338,-119.776211,3.5,4.172,7387.072,7387.072,"{""type"":""Point"",""coordinates"":[-119.776211,46.20233799999999]}"
2913,71.4,Waste,"C,HH",27.41621450262959,31.141547508511334,28.533872562358297,28.373952143220365,31.016485608170886,29.426337636999246,26.127679228707347,29.000829464562084,26.4408051029266,25.728647512276765,28.042438873413825,26.304390993480734,25.588401065154766,27.82144846796661,26.2264417242418,42.459845,-114.005063,37358.25,31.588,116.488,37461.238,"{""type"":""Point"",""coordinates"":[-114.00506300000002,42.459845]}"
2914,4955485.5,Power Plants,"C,D",25.697664603946247,23.304507296137377,24.676512834610516,29.460389104288154,27.985646638054384,28.77325228228128,24.358415019066946,22.98255221745352,24.06833602510799,22.24240570298138,22.93724892703866,22.508443311553723,24.552971049523336,23.887552217453536,24.228193631048526,47.0664,-101.2139,13725,23814.67,55.9,4993025.17,"{""type"":""Point"",""coordinates"":[-101.21390000000001,47.0664]}"
2915,259.8,Other,C,35.74133186741508,33.11257845188288,35.23904033180385,33.09733514928693,30.196430264993044,32.48402682815926,32.58297502861017,29.990884588563485,32.16470488729578,33.4362840570591,30.240987497509494,32.668481147061804,35.06191042353239,31.776872384937274,34.172658127481505,35,-114,0.25,0.894,260.944,260.944,"{""type"":""Point"",""coordinates"":[-114.00000000000001,34.99999999999999]}"
2916,135559.1,Minerals,"C,S",22.205802648688124,21.867226130653293,22.300456675561247,22.325283384274236,22.0742261306533,22.469844000159334,22.9996120718006,22.59435223737739,23.135225701655102,23.097902355126593,23.28261809045228,23.433077847252672,22.886024765553582,22.649778894472394,23.140044598882234,37.88913,-90.53011,208.5,361.772,71380.472,136129.372,"{""type"":""Point"",""coordinates"":[-90.53011,37.88913000000001]}"
2917,128949.9,Metals,"C,K",20.70058686709737,21.230495307612117,20.72615859803154,21.310815164126815,21.203863399374388,21.471629988542432,22.84065041963452,23.341412930135586,23.00862992642292,23.362468891488625,23.824348279457787,23.549133377507236,22.88161487740288,23.521550225929815,23.05746989668443,34.805939,-88.323053,1533,0.894,1592.944,130483.794,"{""type"":""Point"",""coordinates"":[-88.323053,34.805939]}"
2918,21247.3,Other,C,22.991305483097396,25.380768409818593,24.134184728476644,23.16959932438592,25.80989327641411,23.98001595752145,23.736054013565408,26.837065101387438,24.81200671969475,25.283780567417672,27.92683030949843,26.287705203204155,25.274584183548274,27.712118818925678,26.260362386543783,33.45834,-88.80383,10,12.218,21269.518,21269.518,"{""type"":""Point"",""coordinates"":[-88.80383,33.45833999999999]}"
2919,3552549.5,Power Plants,"C,D",21.773216748967222,22.15300097751713,21.79674845021313,20.008081422669797,20.07098533724345,20.054339887640467,20.93918965595148,20.174824046920847,20.57660006457449,19.518581404918706,19.82089279895735,19.670816769985827,20.613208086662254,21.680546757901613,20.919569670301318,39.8297,-80.8153,10482.75,18180.086,6779.84,3581212.336,"{""type"":""Point"",""coordinates"":[-80.8153,39.8297]}"
2920,1175060.8,Minerals,"C,H",40.11351468909184,42.3273829031613,41.2148366026476,38.73950099643714,41.745773809523826,40.31364894103946,39.19259702264602,41.62910941876752,40.516613289663255,37.516278363426984,39.93182422969192,38.62057149990195,38.528026702285935,40.48910434173673,39.39486259270493,34.437557,-116.891034,1364.5,2556.244,424.348,1178981.544,"{""type"":""Point"",""coordinates"":[-116.891034,34.437557]}"
2921,48939,Other,C,22.251596482287948,21.928835403726733,22.09666167504327,23.459298468731244,23.69053485162183,23.62420120293319,24.814009302521736,24.97762318840583,24.79974387547719,24.107988222819355,24.387644927536254,24.10322625717504,24.285845473035888,24.398305728088364,24.260342204278945,35.27161,-89.97426,23,27.416,48989.416,48989.416,"{""type"":""Point"",""coordinates"":[-89.97426,35.27161]}"
2922,435.8,Waste,"C,HH",42.07567578472649,42.60674702691947,42.56169643496818,41.076265190784035,41.540839428770475,41.436095071780926,40.755010833596415,41.46366422849185,41.388474350193114,41.13311548624576,42.30104319052599,41.888679459094575,42.18736169287263,43.20576454197145,42.942645362683415,35.02241,-114.51369,24605.5,0.894,436.944,25042.194,"{""type"":""Point"",""coordinates"":[-114.51369,35.02241000000001]}"
2923,22822.7,Other,C,20.71473535913513,20.885148378191886,20.867177127380284,21.253891879522666,22.055419254658414,21.80432378465028,22.011939272329847,23.00060731538996,22.401031348581256,23.494684330691022,24.411570048309198,23.954114522013118,23.034743895332348,23.926671842650144,23.603018413343314,34.73138,-84.96917,10.75,12.814,22846.264,22846.264,"{""type"":""Point"",""coordinates"":[-84.96917,34.73138]}"
2924,28053.6,Other,C,18.439580898317598,19.096701192718182,18.552111883357284,18.590635257753025,19.208879158819855,18.780007995265827,18.588408324303817,19.615018832391737,18.855617228223956,19.103349043369626,20.235382925298207,19.62796202563523,18.22542920725409,19.21567796610172,18.551437969688163,41.490761,-72.099052,14,17.284,28084.884,28084.884,"{""type"":""Point"",""coordinates"":[-72.099052,41.490761000000006]}"
2925,24376.3,Other,C,31.773926573525543,33.40772340425536,32.49396274826236,29.808640686597226,31.64138297872343,30.962478178395003,34.05305483288291,35.29150638297874,34.76673017288628,31.88959265452156,32.94920744680856,32.92782123695872,31.016085338566718,32.8104531914894,32.08603596858969,32.644444,-97.319167,20,33.972,24430.272,24430.272,"{""type"":""Point"",""coordinates"":[-97.319167,32.644444]}"
2926,223969.1,Other,C,27.810780386822618,31.645203994760998,29.419865661623934,25.21089472307023,27.934880484610375,26.31202302015074,25.033824924488396,28.04170432220042,26.253776093166355,24.785299444132942,27.83454420432224,25.966555618951638,25.392530722673346,28.98620890635237,26.615289128439784,39.763383,-105.213362,105.5,125.756,224200.356,224200.356,"{""type"":""Point"",""coordinates"":[-105.213362,39.763383]}"
2927,31323.8,Other,C,22.3625258015863,23.541952513966503,23.86284144662442,24.378664877343038,26.199945685909412,26.013291353198642,25.167074331422704,26.66266914959657,26.670312730491258,26.213452813856797,28.274186840471778,28.03078262526434,22.222764051950314,22.90400372439482,23.208171546934214,43.04212,-87.96307,14.75,17.582,31356.132,31356.132,"{""type"":""Point"",""coordinates"":[-87.96307,43.042120000000004]}"
2928,59675.6,"Other,Waste","C,TT",20.444404569906705,20.354931246163304,20.197346368715117,20.103937798345644,20.075339165132004,19.881116455165465,20.516990607506617,20.816507059545767,20.513362622861877,21.397508768499655,21.162070902394152,21.115477062555396,20.358026165280133,21.039097605893215,20.303678408023853,42.8158,-73.6728,729.5,33.376,59736.976,60438.476,"{""type"":""Point"",""coordinates"":[-73.6728,42.8158]}"
2929,1.13241297E7,Power Plants,"C,D",21.171987478962176,21.861549532710296,21.373300259038217,19.581431651691037,20.30401168224302,19.704113745291664,19.943578234197403,20.78651090342683,20.00323858417492,19.843564327767663,21.93864018691592,20.438713318566936,20.068879053276852,21.275917445482875,20.170609902623838,41.8917,-83.3461,32625.75,56591.988,5796.156,1.1413347438E7,"{""type"":""Point"",""coordinates"":[-83.3461,41.8917]}"
2930,1206917.4,"Petroleum Product Suppliers,Refineries","C,MM-REF,Y",20.593383435102595,20.480238831615143,20.884570443083913,22.054991875237675,22.71105670103097,22.491626566479468,21.653640038918375,22.28231237113405,21.95955537283479,22.564308547123275,22.72558762886601,22.860634097387393,22.1698626246021,22.20821305841928,22.48250791883826,39.8228,-75.4033,2981.75,3927.938,800059.678,1213827.088,"{""type"":""Point"",""coordinates"":[-75.4033,39.822799999999994]}"
2931,36745.5,Other,C,22.544780982306367,21.526967659301995,22.455102378227163,23.19636915751199,21.56980179314765,22.78474415617451,23.636570709045397,22.385550432276688,23.5358286786214,24.828426024819468,23.056551392891485,24.757334795879455,22.63997192395235,19.999910342619287,21.778736042223084,40.8572,-74.1983,17.5,21.158,36784.158,36784.158,"{""type"":""Point"",""coordinates"":[-74.1983,40.8572]}"
2932,29859.9,Other,C,21.035640823900717,20.811376742712312,20.817047734429885,21.30654513859979,20.45708808618506,20.820873926000207,20.68631902133619,20.09478929024083,20.24766090849593,22.598480765341964,22.490152091254778,22.3654850928131,21.46549046197281,20.998278517110304,21.162979411232286,40.87991,-73.88066,15,20.264,29895.164,29895.164,"{""type"":""Point"",""coordinates"":[-73.88066,40.87991]}"
2933,490252.7,Power Plants,"C,D",22.670014902030058,23.195550766283556,23.13516435246828,21.307250539248017,21.90697126436784,21.48962385716643,22.23791635036071,23.899980842911887,22.40702818883861,21.196903995753946,21.83089080459772,21.32176573971929,20.87031960169212,21.380818965517268,20.85372119932542,41.0714,-76.6672,162.25,1607.412,10526.898,492022.362,"{""type"":""Point"",""coordinates"":[-76.6672,41.0714]}"
2934,38689,Power Plants,"C,D",18.378692052333555,17.757669252468304,17.995992940204992,18.52343100794118,17.630782792665762,17.99980167593986,18.450090477352873,17.591464503996274,18.038826808268723,19.076906317125598,18.473730606488047,18.636194140979313,18.244740314391755,17.866008462623434,17.757541864652318,41.4281,-72.1019,30.3,63.176,7977.341,38782.476,"{""type"":""Point"",""coordinates"":[-72.1019,41.42809999999999]}"
2935,52032.9,Chemicals,C,22.008524507347992,21.3583417001339,21.72617043134763,22.053980041992478,20.83185408299869,21.48256982555214,23.03660505092226,21.85968875502009,22.5267435888696,22.583492204239665,21.15559236947794,21.977171014608043,23.243830000529474,22.586104417670693,22.775067949839645,38.002597,-86.117905,24.25,28.906,52086.056,52086.056,"{""type"":""Point"",""coordinates"":[-86.117905,38.002597]}"
2936,10001.7,Chemicals,C,26.341647700866186,26.571361967694592,26.454981154668364,25.07233572753096,24.89446953010283,25.005102343410996,26.979164591024823,26.6751982378855,26.859418277962654,28.7226799816244,28.355937958884027,28.61306138193744,26.30783422964854,26.31656754772397,26.23106791552151,29.829276,-93.966729,4.75,5.662,10012.112,10012.112,"{""type"":""Point"",""coordinates"":[-93.966729,29.829276]}"
2937,60736.9,Power Plants,"C,D",29.825020314721787,29.654854127146304,29.770057633505175,29.30613824771837,30.031266598569996,29.4890715716006,32.52459222109208,32.27703098399731,32.65658067328082,29.16627970998329,29.281098740211135,29.26269983590303,29.901524727689722,30.36027323799799,29.91051674890847,36.4375,-99.2208,28,33.376,598.448,60798.276,"{""type"":""Point"",""coordinates"":[-99.22080000000001,36.4375]}"
2938,57270.5,Power Plants,C,33.75797580344495,31.19242472546939,33.27870239464829,31.45847167316709,28.732284803400663,30.712948021605023,37.66179452343165,33.55576691462986,37.06473803741109,32.941488465910545,29.934017003188142,32.21267228400589,32.66327155099605,30.17527807297205,32.05459934432254,32.3358,-100.9158,45,93.572,57409.072,57409.072,"{""type"":""Point"",""coordinates"":[-100.9158,32.3358]}"
2939,469.1,Power Plants,"C,D",19.547218775273777,19.544566473988485,19.529271962233192,20.5662573926324,20.126621708413648,20.455204597701165,19.407813005240033,18.77445086705205,19.22378717672416,20.02714690470552,20.272504816955706,19.93679364224141,20.577433710253242,20.73236994219656,20.420523347701177,38.3592,-76.9767,0.5,1.192,0,470.792,"{""type"":""Point"",""coordinates"":[-76.9767,38.3592]}"
2940,58014.2,Power Plants,C,21.995079123859853,24.612161774298798,23.11426219156794,21.822196434004677,24.429363013698655,23.11670656045596,22.638466147805794,25.728323548597547,24.33546531960369,21.31338047425767,24.84800880626225,23.119358150378883,22.0808810074068,24.625343281148094,23.269524411816437,39.6397,-79.9606,27.5,33.376,58075.076,58075.076,"{""type"":""Point"",""coordinates"":[-79.96060000000001,39.6397]}"
2941,415482.9,Power Plants,C,22.95939458702932,22.700745986780003,22.418990844777383,22.977393246665667,22.44504564054143,22.724490598872656,21.812948496306966,21.624043122442583,21.35420885599352,24.250742378187475,24.74156090651562,24.082008794021927,22.560130497675047,22.13877728315126,22.329227532593663,41.4092,-88.3292,195.5,233.036,415911.436,415911.436,"{""type"":""Point"",""coordinates"":[-88.3292,41.4092]}"
2942,19401.4,Other,C,27.880243509813535,29.580912698412725,28.349611257680742,25.6820568725421,27.917232142857177,26.33992693646825,30.020408710500497,31.058354001322794,30.33490088963029,29.669409294930464,30.986227513227536,30.200311496352818,27.767775718583003,30.09050595238098,28.481125322689582,38.053497,-97.929626,9.25,11.026,19421.676,19421.676,"{""type"":""Point"",""coordinates"":[-97.929626,38.053497]}"
2943,190149.8,Chemicals,"C,Z",27.61414722251846,27.444246119733954,27.822450561535398,27.677397578959635,27.85328824833706,27.865238787338406,28.553620008431494,28.8552161862528,28.94477887820312,28.922643141287615,28.980729490022192,29.254192272254453,27.853654012808022,27.520051736881044,28.160924515069865,27.891566,-81.800572,28.25,39.634,53900.784,190217.684,"{""type"":""Point"",""coordinates"":[-81.800572,27.891566]}"
2944,29947.7,Other,C,39.20698599778193,39.69998617097704,39.45206600934169,35.6270335610731,36.10637338362072,35.916341234010574,38.58164845458337,38.976363146551755,38.681307671090096,37.196557840133764,37.3036817528736,37.46991321322601,36.19008397554625,36.70329561781613,36.356164253162426,32.40613,-103.94702,14,16.986,29978.686,29978.686,"{""type"":""Point"",""coordinates"":[-103.94702000000001,32.40613]}"
2945,28841.6,Chemicals,C,27.028912185921754,26.378764464352404,26.549648443871146,26.923604522748224,26.051802911534192,26.272320233382285,28.107565692625077,27.90739081746924,27.65342495461779,28.134914146603304,27.59208686610146,27.53039393583156,26.737296429749247,26.18176745054127,26.3390473521556,28.167081,-82.155037,15,21.158,28877.758,28877.758,"{""type"":""Point"",""coordinates"":[-82.155037,28.167081]}"
2946,42041.6,Chemicals,C,28.26273769233912,27.97854767184038,27.926925346293352,28.181651951299674,27.907093495934994,27.778295471434546,29.235360585015695,28.83443089430897,28.86956676178589,29.951123814195128,29.852706947524062,29.78244228090741,28.353009224475215,27.948215077605347,28.10874602325327,27.85118,-82.2599,42.75,101.618,42185.968,42185.968,"{""type"":""Point"",""coordinates"":[-82.25990000000002,27.85118]}"
2947,241318.6,Chemicals,"C,Z",27.109879308068763,27.62532592592596,27.257719164488684,26.612677240147953,27.08991888888892,26.642936034083448,27.819512869488833,28.09110740740743,27.848008278617144,28.176496816587868,28.707307407407423,28.314878578865738,26.960325251487752,27.20549777777781,27.038219476317987,27.764677,-82.018916,36,63.176,57280.376,241417.776,"{""type"":""Point"",""coordinates"":[-82.018916,27.764677]}"
2948,125355.7,Chemicals,"C,Z",28.456204977964756,27.268569367369626,27.55569797288406,28.24956488238326,27.74167406585279,27.494824821201373,28.914088665778984,27.735053644099196,27.89891651779841,29.793654345448974,28.737810950795435,29.0540401317563,28.23511129459966,27.23318460969297,27.569609385283677,27.863579,-82.384888,16.5,24.138,30972.438,125396.338,"{""type"":""Point"",""coordinates"":[-82.384888,27.863579]}"
2949,113296,Chemicals,"C,Z",26.577600603288644,26.95151458102622,26.912916761322286,23.933414029293246,24.89118715393135,24.62399429153927,26.338897616630543,26.806365817644917,26.67537705069797,27.603982791252072,27.87835289774826,27.738366062327096,26.40901732024667,26.945739756367683,26.89264859368827,30.02,-90.77,24,37.25,42387.45,113357.25,"{""type"":""Point"",""coordinates"":[-90.77,30.019999999999996]}"
2950,43694.3,Petroleum and Natural Gas Systems,"C,W-OFFSH",,,,,,,,,,,,,,,,27.362,-89.8186,3157.5,69.434,34171.36,46921.234,"{""type"":""Point"",""coordinates"":[-89.8186,27.362000000000002]}"
2951,57654.9,Petroleum and Natural Gas Systems,"C,W-OFFSH",,,,,,,,,,,,,,,,29.107556,-87.943622,3955,47.978,55105.258,61657.878,"{""type"":""Point"",""coordinates"":[-87.943622,29.107556000000002]}"
2952,57856.2,Petroleum and Natural Gas Systems,"C,W-OFFSH",,,,,,,,,,,,,,,,28.3944,-89.456,11254.5,47.978,54697.888,69158.678,"{""type"":""Point"",""coordinates"":[-89.456,28.3944]}"
2953,21611.7,Petroleum and Natural Gas Systems,"C,W-OFFSH",,,,,,,,,,,,,,,,28.86467752,-88.93079054,13868,12.516,21624.166,35492.216,"{""type"":""Point"",""coordinates"":[-88.93079054,28.86467752000001]}"
2954,40418.8,Petroleum and Natural Gas Systems,"C,W-OFFSH",,,,,,,,,,,,,,,,28.341535,-88.265687,7040.75,73.01,29619.528,47532.56,"{""type"":""Point"",""coordinates"":[-88.265687,28.341535000000004]}"
2955,73644,Petroleum and Natural Gas Systems,"C,W-OFFSH",,,,,,,,,,,,,,,,28.23497,-88.99536,4591.5,97.446,61532.51,78332.946,"{""type"":""Point"",""coordinates"":[-88.99536,28.23497]}"
2956,18548,Petroleum and Natural Gas Systems,"C,W-OFFSH",24.38300921861285,,,21.644350307287123,,,23.733555750658507,,,25.26884328358213,,,24.690798946444282,,,30.188952,-88.163127,1948.25,20.562,16344.088,20516.812,"{""type"":""Point"",""coordinates"":[-88.16312700000002,30.188951999999997]}"
2957,26184.6,Petroleum and Natural Gas Systems,"C,W-OFFSH",24.36783333333337,,,21.739666666666693,,,23.803000000000033,,,25.352833333333372,,,24.658000000000033,,,30.188267,-88.121611,2272.25,17.284,25636.904,28474.134,"{""type"":""Point"",""coordinates"":[-88.121611,30.188266999999996]}"
2958,39073.9,Petroleum and Natural Gas Systems,"C,W-OFFSH",2.002271169536685,,1.7129775910364344,-2.08871608789294,,-1.9997198879551494,1.1666902526233385,,0.8263298319328043,-1.433002684321628,,-1.1058571428571082,0.3499185154534448,,0.39403151260507563,60.89629614,-151.5810013,6446.25,38.442,36241.89,45558.592,"{""type"":""Point"",""coordinates"":[-151.5810013,60.896296140000004]}"
2959,30033.3,Petroleum and Natural Gas Systems,"C,W-PROC",38.869344476892095,38.459378397711035,38.88673434261159,34.754767960556,34.61094951972207,34.908016003371735,38.04116472360543,37.96186194563665,38.190629122165035,36.29993930192547,36.38706276824037,36.455385685715505,37.13154578228908,36.790025802166376,37.36471364136484,32.535209,-103.825291,4732.75,12.516,22138.216,34778.566,"{""type"":""Point"",""coordinates"":[-103.825291,32.535209]}"
2960,104155.1,Petroleum and Natural Gas Systems,"C,W-PROC",38.61662152959385,37.25073217517193,38.14913115426006,34.502805477829725,33.23442906261312,34.14578875823539,36.990008468982985,34.930674990951886,36.27764862162885,35.76099972488867,33.87583496199787,35.01955483787642,35.3142790424854,33.826864639884214,34.7822461215831,32.15462,-101.931846,10964.75,57.514,74199.172,115177.364,"{""type"":""Point"",""coordinates"":[-101.931846,32.154619999999994]}"
2961,352682.6,Petroleum and Natural Gas Systems,"C,W-PROC",29.424426077378236,31.16390826873387,29.815696775108645,28.837099216096423,29.313470607235168,29.257567208416038,24.55911944272532,28.226841085271356,25.498717780098808,25.047658796547033,26.784345930232597,25.414609557335005,26.05506396530069,26.827627284053182,26.163434343518105,39.910727,-108.294316,8436.25,78.97,92323.752,361197.82,"{""type"":""Point"",""coordinates"":[-108.29431600000001,39.910727]}"
